meta,text,stats,simhash
"{'pmid': 11409662, 'language': 'eng'}","Primary care-based physical activity programs: effectiveness in sedentary older patients with osteoarthritis symptoms.
This study examined, in a group of older patients, (a) the effectiveness of an invitation to participate in a program providing individualized physical activity advice in a primary care setting and (b) the changes in self-reported physical activity and symptoms in patients with osteoarthritis (OA). Healthy, sedentary community-dwelling men and women aged 60 years or more were invited to participate. Following random allocation, the intervention group received individualized physical activity advice at baseline and at 3, 6, and 12 months followup. Of the 299 people who satisfied the study's inclusion criteria, a subgroup of 69 people reported pain and stiffness of the hip or knee at baseline. These patients reported increases in frequency and time of walking and vigorous exercise (all P < 0.001), with no change to OA symptom scores (pain and stiffness), and a small decline in physical functioning was reported at 12 months followup in the control group only (P = 0.027). At the 12-month followup more intervention participants than control participants (P = 0.013) reported a greater intention to exercise. An offer of primary care-based physical activity advice, with an emphasis on the benefits for general health (rather than ""treatment"" for OA), will attract individuals with OA symptoms. Although the present study was unable to demonstrate intervention-control group differences for the majority of outcomes, intention to exercise did appear to be positively influenced.","{'alnum_ratio': 0.8182949596, 'avg_line_length': 803.5, 'char_rep_ratio': 0.0826032541, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9418545365, 'max_line_length': 1488, 'num_words': 288, 'perplexity': 487.4, 'special_char_ratio': 0.1985065339, 'text_len': 1607, 'word_rep_ratio': 0.0}",1.7530501151883085e+18
"{'pmid': 11409663, 'language': 'eng'}","Tendon disorders attributed to fluoroquinolones: a study on 42 spontaneous reports in the period 1988 to 1998.
Fluoroquinolone antibiotics have been associated with tendinitis and tendon rupture. In this paper we report on the followup of 42 spontaneous reports of fluoroquinolone-associated tendon disorders. This study is based on cases of fluoroquinolone-associated tendon disorders reported to the Netherlands Pharmacovigilance Foundation Lareb and the Drug Safety Unit of the Inspectorate for Health Care between January 1, 1988, and January 1, 1998. By means of a mailed questionnaire, we collected information on the site of injury, onset of symptoms, treatment, and course of the tendon disorder as well as information on possible risk factors and concomitant medication. Of 50 mailed questionnaires, 42 (84%) were returned. The data concerned 32 patients (76%) with tendinitis and 10 patients (24%) with a tendon rupture. Sixteen cases (38%) were attributed to ofloxacin, 13 (31%) to ciprofloxacin, 8 (19%) to norfloxacin, and 5 (12%) to pefloxacin. There was a male predominance, and the median age of the patients was 68 years. Most of the reports concerned the Achilles tendon, and 24 patients (57%) had bilateral tendinitis. The latency period between the start of treatment and the appearance of the first symptoms ranged from 1 to 510 days with a median of 6 days. Most patients recovered within 2 months after cessation of therapy, but 26% had not yet recovered at followup. These reports suggest that fluoroquinolone-associated tendon disorders are more common in patients over 60 years of age. Ofloxacin was implicated most frequently relative to the number of filled prescriptions in the Netherlands.","{'alnum_ratio': 0.8132635253, 'avg_line_length': 859.5, 'char_rep_ratio': 0.0842105263, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9577398896, 'max_line_length': 1608, 'num_words': 332, 'perplexity': 674.1, 'special_char_ratio': 0.2239674229, 'text_len': 1719, 'word_rep_ratio': 0.0}",6.937095818595789e+18
"{'pmid': 11409664, 'language': 'eng'}","The effectiveness and toxicity of cyclosporin A in rheumatoid arthritis: longitudinal analysis of a population-based registry.
To determine factors associated with response or toxicity to cyclosporin A (CSA) in a population-based inception cohort with rheumatoid arthritis (RA). Prospectively collected longitudinal measures including tender joint count (JC), duration of morning stiffness (MS), systolic and diastolic blood pressure (SBP, DBP), and serum creatinine (SCr) were modeled using generalized estimating equations. Survival methods were used to estimate CSA continuation time and its determinants. Of 133 patients (75% female, median RA duration 13 years), 37 discontinued CSA because of ineffectiveness (19) or because of toxicity (18) including increased SCr in 10, hypertension in 4, infections in 3, and gingival hyperplasia in 1. Patients remained on CSA a median of 75 months (95% confidence interval [CI] 38-112). Those receiving concomitant methotrexate (MTX) were more than 4 times as likely to continue on CSA therapy (hazard ratio 0.22, 95% CI 0.10-0.94). A lower final JC was predicted by a longer CSA treatment duration (relative risk [RR] 0.99 per month, 95% CI 0.98-0.99) and concomitant MTX therapy (RR 0.79, 95% CI 0.63-0.99); decreased MS was predicted only by longer CSA treatment duration (reduction of 2.0 minutes per month, 95% CI 1.1-3.0). Each previous disease-modifying antirheumatic drug (DMARD) exposure predicted a rise in SCr (35 micromole/liter, 95% CI 22-48), SBP (7.2 mm Hg, 95% CI 2.7-11.7), and DBP (3.8 mm Hg, 95% CI 3.0-6.4). Combination CSA/MTX prolongs therapy and reduces JC. Long-term CSA treatment was fairly well tolerated. Previous DMARD use appears to be a determinant for the development of toxicity.","{'alnum_ratio': 0.7853075171, 'avg_line_length': 878.0, 'char_rep_ratio': 0.0532341156, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.8835991025, 'max_line_length': 1629, 'num_words': 348, 'perplexity': 2268.7, 'special_char_ratio': 0.2682232346, 'text_len': 1756, 'word_rep_ratio': 0.0}",1.4496983186199298e+19
"{'pmid': 11409665, 'language': 'eng'}","Testing the effectiveness of an osteoporosis educational program for nursing students in Thailand.
Osteoporosis, a health problem that is on the rise, has received considerable attention among the health care community and the public. The majority of primary prevention programs for osteoporosis have been focused on women in mid-life. A concern is that young women may not be aware of osteoporosis risk factors and therefore may not be engaging in preventive behaviors. The purpose of this study was to test the effectiveness of an osteoporosis educational program for young women. A sample of 100 female undergraduate students who were enrolled in the first year of a nursing program in Thailand were randomly assigned to a control group or an experimental group. Participants in the experimental group participated in a 3-hour osteoporosis educational program (OEP). At entry to and exit from the study, all participants completed the Osteoporosis Knowledge Test, the Osteoporosis Health Belief Scale, and the Osteoporosis Self-Efficacy Scale. The experimental group had higher change scores for knowledge, health belief, and self-efficacy than the control group. The OEP increased knowledge of osteoporosis in these young women. These findings indicate the need for further health education concerning the importance of dietary calcium and exercise on osteoporosis prevention in young women.","{'alnum_ratio': 0.8336917563, 'avg_line_length': 697.5, 'char_rep_ratio': 0.0995670996, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9569664001, 'max_line_length': 1296, 'num_words': 250, 'perplexity': 186.4, 'special_char_ratio': 0.1691756272, 'text_len': 1395, 'word_rep_ratio': 0.0082987552}",1.7254967600000016e+19
"{'pmid': 11409666, 'language': 'eng'}","Differential efficacy of tumor necrosis factor inhibition in the management of inflammatory eye disease and associated rheumatic disease.
To evaluate the clinical usefulness of tumor necrosis factor (TNF) inhibitors in patients with inflammatory eye disease that is resistant to conventional immunosuppressive therapies. Sixteen patients (4 males and 12 females aged 7 to 78 years) who received etanercept (n = 14) or infliximab (n = 2) for either inflammatory eye disease or associated joint disease were studied retrospectively to determine the effect of these medications on their ocular inflammation. Nine cases of uveitis and 7 cases of scleritis were treated. Systemic diagnoses included rheumatoid arthritis (n = 8), juvenile rheumatoid arthritis (n = 3), ankylosing spondylitis (n = 1), and psoriatic spondylarthropathy (n = 1). Three patients had uveitis without associated systemic disease. Although 12 of 12 patients with active articular inflammation (100%) experienced improvement in joint disease, only 6 of 16 with ocular inflammation (38%) experienced improvement in eye disease. Five patients developed inflammatory eye disease for the first time while taking a TNF inhibitor. No patient discontinued treatment because of adverse drug effects. TNF inhibitors are well tolerated immunosuppressive medications that may benefit certain subgroups of patients with inflammatory eye disease, but they appear to be more effective in controlling associated inflammatory arthritis.","{'alnum_ratio': 0.8280725319, 'avg_line_length': 744.5, 'char_rep_ratio': 0.1054054054, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9322502017, 'max_line_length': 1351, 'num_words': 273, 'perplexity': 524.0, 'special_char_ratio': 0.1893888516, 'text_len': 1489, 'word_rep_ratio': 0.0}",1.6157992559954729e+19
"{'pmid': 11409667, 'language': 'eng'}","Comparative responsiveness of measures of pain and function after total hip replacement.
To compare the responsiveness of the Functional Assessment System (FAS), the Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC), and the Medical Outcomes Study 36-item Short Form (SF-36) in patients with osteoarthritis (OA) scheduled for total hip replacement. Twenty patients with a mean age at surgery of 72.6 years, with primary OA of the hip, were investigated preoperatively and at 3, 6, and 12 months postoperatively with the FAS, WOMAC, and SF-36. The responsiveness was calculated as standardized response mean, effect size, and relative efficiency. The pain and function scores of WOMAC and SF-36 showed greater responsiveness than FAS at 3 months. These differences remained at 6 and 12 months postoperatively. The differences between these 3 outcome measures were found to be similar using several methods for calculating responsiveness. Self-administered questionnaires like WOMAC and SF-36 are more responsive measures of pain and function than range of motion, performance tests, and observer-administered questions (FAS) following total hip replacement.","{'alnum_ratio': 0.8249787596, 'avg_line_length': 588.5, 'char_rep_ratio': 0.0933219178, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9518693686, 'max_line_length': 1088, 'num_words': 220, 'perplexity': 677.5, 'special_char_ratio': 0.1937128292, 'text_len': 1177, 'word_rep_ratio': 0.0}",1.7859499452050485e+19
"{'pmid': 11409668, 'language': 'eng'}","Does satisfaction with abilities mediate the relationship between the impact of rheumatoid arthritis on valued activities and depressive symptoms?
Both impact of rheumatoid arthritis (RA) on valued life activities and dissatisfaction with abilities have been linked to depression among individuals with RA. We integrated these concepts by examining the hypothesis that satisfaction with one's abilities may explain the mechanism by which the impact of RA on valued activities leads to depression. Data were collected over 2 years (1997 and 1998) through interviews with the University of California, San Francisco, RA panel. Analyses examined whether activity impairment in 1997 predicted later (1998) dissatisfaction with abilities and depression. Greater impact on activities predicted dissatisfaction with abilities, which in turn was associated with higher depression scores. There was no direct relationship between activity impact and depression when satisfaction with abilities was considered. Satisfaction with abilities mediated the relationship between the impact of RA on valued activities and an increase in depressive symptoms, suggesting a need to assess not only physical decline but also individuals' interpretation of the decline.","{'alnum_ratio': 0.8444266239, 'avg_line_length': 623.5, 'char_rep_ratio': 0.1381260097, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9592286348, 'max_line_length': 1100, 'num_words': 191, 'perplexity': 680.0, 'special_char_ratio': 0.1692060946, 'text_len': 1247, 'word_rep_ratio': 0.0}",1.0398154296986845e+19
"{'pmid': 11409669, 'language': 'eng'}","""Are you better?"" A qualitative study of the meaning of recovery.
Research into the meaning of illness has often focused on an individual's transition into a state of being ill, for example the adoption of a sick role. The question ""Are you better?"" addresses the transition out of this state and is fundamental to the patient-clinician relationship, guiding decisions about treatment. However, the question assumes that all patients have the same meaning for ""being better."" The purpose of this study was to explore the meaning of the concept of recovery (getting better) in a group of people with upper limb musculoskeletal disorders. Qualitative (grounded theory) methods were used. Individual interviews were conducted with 24 workers with work-related musculoskeletal disorders of the upper limb. The audiotaped interviews were transcribed and coded for content. Categories were linked, comparisons made, and a theory built about how people respond to the question ""Are you better?"" The perception of ""being better"" is highly contextualized in the experience of the individual. Being better is not only reflected in changes in the state of the disorder (resolution) but could be an adjustment of life to work around the disorder (readjustment) or an adaptation to living with the disorder (redefinition). The experience of the disorder can be influenced by factors such as the perceived legitimacy of the disorder, the comparators used to define health and illness, and coping styles, which in turn can influence being better. Two patients could mean very different things when saying that they are better. Some may not actually have a change in disease state as measured by symptoms, impairments, or function.","{'alnum_ratio': 0.8157434402, 'avg_line_length': 857.5, 'char_rep_ratio': 0.0726846424, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9732893705, 'max_line_length': 1649, 'num_words': 310, 'perplexity': 218.3, 'special_char_ratio': 0.1854227405, 'text_len': 1715, 'word_rep_ratio': 0.0}",8.559434389746158e+18
"{'pmid': 11409670, 'language': 'eng'}","Rheumatology outpatient nurse clinics: a valuable addition?
""Transmural rheumatology nurse clinics,"" where nursing care is provided under the joint responsibility of a home care organization and a hospital, were recently introduced into Dutch health care. This article gives insight into outcomes of the transmural rheumatology nurse clinics. Patients with rheumatologic conditions who attended a transmural nurse clinic, in addition to receiving regular care, were compared with patients with rheumatologic conditions who received regular care only. The main outcome measures were the need for rheumatology-related information, the use of aids and adaptations, the use of health care services, and daily functioning. Attending a transmural nurse clinic does not influence patients' need for information, the application of practical aids and adaptations, or daily functioning. However, attending a transmural nurse clinic does result in more contacts with rheumatologists and occupational therapists. Attending transmural nurse clinics does not result in major differences in outcomes compared with regular care. Further studies are needed to appreciate the long-term effects of transmural nurse clinics.","{'alnum_ratio': 0.8414937759, 'avg_line_length': 602.5, 'char_rep_ratio': 0.1245819398, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9659094214, 'max_line_length': 1145, 'num_words': 203, 'perplexity': 353.1, 'special_char_ratio': 0.1585062241, 'text_len': 1205, 'word_rep_ratio': 0.0}",6.237538348619732e+18
"{'pmid': 11409671, 'language': 'eng'}","Walking velocity in aged persons: its association with lower extremity joint range of motion.
To measure the association between walking velocity and hip and knee flexion range, ethnic background, anthropometrics, comorbid pathologies, and coimpairments, in a sample of community-dwelling aged persons. To reach our objective, we used data from the San Antonio Longitudinal Study of Aging (SALSA), a population-based cohort of Mexican American and European American persons aged 64 to 79. By fitting hierarchical regression models, we measured the variance in the walking velocity over 50 feet explained by hip and knee flexion range, adjusting for the combined influence of demographic and anthropometric variables, coexistent pathologic conditions, impairments, and the examiners who conducted the assessments. The average walking velocity among the 702 subjects for whom data were available was 73.6 meters per minute (range 20 to 121). Bivariate analyses revealed significant associations between walking velocity and age, sex, ethnic background, height, weight, presence of arthritis, diabetes mellitus, stroke, upper leg pain, peripheral vascular disease, left ventricular hypertrophy, and forced expiratory volume at 1 second. The correlation (r) between walking velocity and flexion range of the hip and knee were 0.40 and 0.35, respectively (P < or = 0.001 for each). Multivariate hierarchical models adjusting for demographic and anthropometric characteristics of the subjects, and examiner variation, revealed that hip and knee flexion range explained 6% of the variance in walking velocity. Adjusting for the presence of comorbid conditions and coimpairments reduced the variance attributable to hip and knee flexion range only slightly, to 5%. Hip and knee flexion range contribute significantly to walking velocity in the SALSA cohort of community-dwelling aged persons.","{'alnum_ratio': 0.826433121, 'avg_line_length': 942.0, 'char_rep_ratio': 0.1098666667, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.8948046565, 'max_line_length': 1790, 'num_words': 329, 'perplexity': 634.4, 'special_char_ratio': 0.1894904459, 'text_len': 1884, 'word_rep_ratio': 0.0}",4.62913202885086e+18
"{'pmid': 11409672, 'language': 'eng'}","Pre-appointment management of new patient referrals in rheumatology: a key strategy for improving health care delivery.
To analyze the impact of a rheumatologist reviewing each newly referred patient's medical records prior to scheduling an appointment (pre-appointment management). All 279 new patients who were referred in the 6 months after initiating pre-appointment management were studied. The authors reviewed systemwide patient records, appointment intake information, visit schedules, physician comments, and patient complaint data. Only 59% of referred patients required a rheumatology consultation for appropriate care. Some problems were rapidly resolved without consultation. In some cases, other specialty consultation or continuing prior care was considered to be more appropriate. The latter alternative did not compromise these patients' outcomes. Practice access and efficiency were improved. Profitability was maintained. Referring physicians and patients were generally accepting and cooperative. New patient pre-appointment management should be a key strategy for reducing health care costs, addressing personnel shortage, and improving access to and coordination of rheumatic disease care.","{'alnum_ratio': 0.8447563997, 'avg_line_length': 605.5, 'char_rep_ratio': 0.0948419301, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9578284025, 'max_line_length': 1091, 'num_words': 188, 'perplexity': 648.8, 'special_char_ratio': 0.1601981833, 'text_len': 1211, 'word_rep_ratio': 0.0}",6.061517502898277e+18
"{'pmid': 11409673, 'language': 'eng'}","Living with osteoarthritis: patient expenditures, health status, and social impact.
To determine ""out-of-pocket"" expenditures related to osteoarthritis (OA) and to explore whether demographic details, health status scores (Medical Outcomes Study 36-item Short Form [SF-36] and Western Ontario and McMaster Universities Osteoarthritis Index [WOMAC]), or perception of social effect were expenditure determinants. A prospective cohort study of community-dwelling subjects with OA completed 4 consecutive 3-month cost diaries. In addition, subjects completed the SF-36 and WOMAC at baseline and at 12 months. Social impact at baseline was collected. Four groups categorized by age and sex were compared. Patients undergoing joint replacement were excluded. Differences in health status were defined more by age than by sex, especially for physical function. The costs to the patients were high, particularly for women, who spent more on medications and special equipment. Women also reported receiving more assistance from family and friends. Higher disease-related expenditures were associated with greater pain levels, poorer social function and mental health, and longer duration of disease. Significant independent predictors of total patient expenditures related to OA were being female and having joint stiffness. Despite having heavily subsidized health care and access to the Pharmaceutical Benefits Scheme, out-of-pocket costs for patients with OA in Australia are considerable. Higher expenditures for patients with OA are related to more advanced disease, especially for women.","{'alnum_ratio': 0.8321766562, 'avg_line_length': 792.5, 'char_rep_ratio': 0.0691624365, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9725316167, 'max_line_length': 1501, 'num_words': 277, 'perplexity': 449.6, 'special_char_ratio': 0.1741324921, 'text_len': 1585, 'word_rep_ratio': 0.0}",1.5297793221817412e+19
"{'pmid': 11409674, 'language': 'eng'}","Oral health promotion evaluation--time for development.
Increasing emphasis is now being placed upon the evaluation of health service interventions to demonstrate their effects. A series of effectiveness reviews of the oral health education and promotion literature has demonstrated that many of these interventions are poorly and inadequately evaluated. It is therefore difficult to determine the effectiveness of many interventions. Based upon developments from the field of health promotion research this paper explores options for improving the quality of oral health promotion evaluation. It is essential that the methods and measures used in the evaluation of oral health promotion are appropriate to the intervention. For many oral health promotion interventions clinical measures and methods of evaluation may not be appropriate. This paper outlines an evaluation framework which can be used to assess the range of effects of oral health promotion programmes. Improving the quality of oral health promotion evaluation is a shared responsibility between researchers and those involved in the provision of programmes. The provision of adequate resources and training are essential requirements for this to be successfully achieved.","{'alnum_ratio': 0.8472109943, 'avg_line_length': 618.5, 'char_rep_ratio': 0.1392508143, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9475995898, 'max_line_length': 1181, 'num_words': 187, 'perplexity': 220.5, 'special_char_ratio': 0.1527890057, 'text_len': 1237, 'word_rep_ratio': 0.0}",1.6731420639123132e+19
"{'pmid': 11409675, 'language': 'eng'}","Social inequality in oral health and use of dental care in Sweden.
To describe oral health and use of dental care in relation to socio-economic determinants over time in Sweden. Cross-sectional study based on interview data on two randomly sampled sequential populations consisting of 7,610 Swedish adult (25-64 years) residents and 4,315 children (3-15 years) in their households from the Survey of Living Conditions 1996-97, and 7,649 adult Swedish residents (25-64 years) from the survey of 1988-89. Low educational level, having no cash margin and being born outside of Sweden was associated with higher odds of problems with chewing, wearing a prosthesis and not having been treated by a dentist during the 24 months preceding the interview, in a logistic regression analysis of data from the 1996-97 survey in the adult study population (adjusted odds ratios 1.6-2.9). The same socio-economic determinants were associated with caries in children (adjusted odds ratios 1.2-1.5). The socio-economic differences in dental treatment and problems with chewing were greater in the age group 45-64 years compared to 25-44-year-olds. The prevalence of problems with chewing increased from 7.1% (95% CI 6.5-8.1) in the 1988-89 survey to 9.1% (8.4-9.8) in the 1996-97 survey. A similar increase, from 2.4% (2.2-2.6) to 4.4% (3.9-4.9) was observed for individuals not having been in dental treatment during the last 24 months. The socio-economic distribution of oral health and use of dental care in the adult population was similar in the two surveys. This study demonstrates that socio-economic differences in oral health and use of dental care are most marked in older (45-64 years) adults in Sweden, but are significant in young adults and, in terms of oral health, in children as well. A steep increase in user charges during the 1990s has been paralleled by a moderate increase in problems with chewing and the proportion of the population that has no regular dental care, which suggests a link that needs to be evaluated in further studies.","{'alnum_ratio': 0.7982370225, 'avg_line_length': 1021.0, 'char_rep_ratio': 0.0875553369, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9630896449, 'max_line_length': 1975, 'num_words': 359, 'perplexity': 1538.3, 'special_char_ratio': 0.2541625857, 'text_len': 2042, 'word_rep_ratio': 0.0057142857}",1.904266958045945e+17
"{'pmid': 11409676, 'language': 'eng'}","An assessment of sensitivity to change of the Oral Health Impact Profile in a clinical trial.
Patient-based assessment of oral health outcomes is of growing interest. Measurement of change following clinical intervention is a key property of a health status measure. To date, most of the research on oral health status measurement has focused on construct and discriminant validity of health status measures. The objective of this study was to assess sensitivity to change of an oral-specific health status measure, the Oral Health Impact Profile (OHIP). Study subjects were in three groups, namely, edentulous/edentate subjects who requested and received complete implant stabilised oral prostheses (IG, n=26), edentulous/edentate subjects who requested implants but received conventional dentures (CDG1, n=22), and edentulous subjects who had new conventional complete dentures (CDG2, n=35). Data were collected pre- and post-operatively using the OHIP and a validated denture satisfaction questionnaire. All subjects reported similar low levels of denture satisfaction pre-operatively. Denture problems had a more significant impact on oral health-related quality of life (OHRQL) for implant seekers (IG and CDG1 subjects) than subjects seeking conventional dentures (CDG2). Following treatment, significant improvement in satisfaction with oral prostheses and OHRQL was reported by IG and CDG2 subjects; the level of improvement was more moderate for CDG1 subjects. OHIP change scores were correlated with denture satisfaction change scores. It was concluded that sensitivity to change of the OHIP was good. This property was not improved by using statement weights.","{'alnum_ratio': 0.8281437126, 'avg_line_length': 835.0, 'char_rep_ratio': 0.0800722456, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9557460546, 'max_line_length': 1576, 'num_words': 311, 'perplexity': 719.1, 'special_char_ratio': 0.1790419162, 'text_len': 1670, 'word_rep_ratio': 0.0}",1.0611997293036388e+19
"{'pmid': 11409677, 'language': 'eng'}","Type 1 diabetes mellitus and oral health: assessment of coronal and root caries.
The oral health of a large cohort of adult insulin-dependent diabetic patients (Type 1), diagnosed 24 years previously with juvenile onset, was comprehensively assessed. This paper describes the prevalence of coronal and root caries in this adult Type 1 diabetic population and evaluates demographic, dietary, behavioral, physiologic, salivary and medical variables associated with decayed and filled surfaces in the crown (DFS) or root (RDFS). Type 1 diabetes mellitus subjects participating in this oral health evaluation had been monitored for 6-8 years as participants in the University of Pittsburgh, Department of Epidemiology, longitudinal study of medical complications associated with diabetes. Four hundred and six diabetic subjects received a comprehensive oral health examination during one of their regularly scheduled medical visits. Oral assessments included coronal and root caries, missing teeth, edentulism, periodontal status, soft tissue pathologies, salivary function and health behaviors. Sixteen diabetic subjects and one control subject were edentulous. Coronal and root caries data from the remaining 390 dentate diabetic subjects were compared with 202 dentate nondiabetic control subjects. The adult Type 1 diabetic subjects were not found to have significantly higher DFS rates as compared with our control subjects or published age-adjusted NHANES III findings. Both control and diabetic subjects had low decayed to filled tooth surface ratios. A linear regression model evaluated possible associations with coronal decayed and filled tooth surfaces (DFS) within the diabetic population. Significant factors included older age, women, fewer missing teeth, more frequent use of dental floss, more frequent visits to the dentist during the last 12 months, and diabetic nephropathy. The prevalence of RDFS was higher in the diabetic subjects as compared to recruited control subjects. Neither dietary behaviors nor glycemic control were found to contribute to coronal or root caries. Factors associated with presence of coronal and root caries and fillings are discussed. Possible causes and implications for the association between DFS and diabetic nephropathy are provided.","{'alnum_ratio': 0.8369851008, 'avg_line_length': 1141.0, 'char_rep_ratio': 0.0928288605, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9510002136, 'max_line_length': 2201, 'num_words': 416, 'perplexity': 563.2, 'special_char_ratio': 0.1704645048, 'text_len': 2282, 'word_rep_ratio': 0.0}",2.723659645558982e+18
"{'pmid': 11409678, 'language': 'eng'}","Prevalence of impacts of dental and oral disorders and their effects on eating among older people; a national survey in Great Britain.
The objective was to assess the prevalence, in a British population aged 65 years and older, of oral health related impacts and the effects they had on the quality of daily life and in particular on eating. 753 free living and 202 institutionalised subjects aged 65 years and over, participating in the oral health survey of the British National Diet and Nutrition Survey (NDNS), had a dental examination and interview. Data on the impact of dental and oral disorders on the activities of daily living based upon the modified Oral Impacts on Daily Performance (OIDP) indicator were collected. 17% of the free living edentate participants reported that their mouth affected their pattern of daily living on a regular basis. Oral impacts levels were lowest in dentate subjects with the greatest number of teeth. For the dentate, the most common oral impacts were on eating and speaking. Impacts relating to emotional stability, sleeping, relaxing, carrying out physical activity and social contact were very infrequent, but were severe when they did occur. Among those with an impact on eating, 25% said it was severe and 42% had the impact nearly every day or in a spell of 3 or more months. Oral impacts were more prevalent among the institution sample, particularly the dentate. The impacts were associated with the inability or difficulty to eat a range of 16 common foods. This survey has shown that the oral status of older people fairly frequently affects the quality of life of older people, and in particular, the ability to eat several common types of foods.","{'alnum_ratio': 0.8148148148, 'avg_line_length': 850.5, 'char_rep_ratio': 0.0573286052, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9807258248, 'max_line_length': 1566, 'num_words': 306, 'perplexity': 513.3, 'special_char_ratio': 0.1963550852, 'text_len': 1701, 'word_rep_ratio': 0.0}",5.169140884949079e+18
"{'pmid': 11409679, 'language': 'eng'}","Adolescents' sense of coherence, oral health status, and oral health-related behaviours.
To investigate the relationship between sense of coherence (SOC) and oral health. It was hypothesised that subjects with better oral health status and better oral health-related behaviours have higher levels of SOC. A cross-sectional study was conducted in Goiânia-GO, Middle-West Brazil, on a sample of 664 15-year-olds randomly selected from schools. Data were collected through questionnaires, the short version of Antonovsky's SOC Scale (13-item) and clinical dental examinations. Multiple logistic regression and polytomous ordered regression were used in the data analysis. Two sets of outcome variables were selected for the analyses: oral health status (dental caries, oral cleanliness, and periodontal disease), and oral health-related behaviours (frequency of sugar intake, toothbrushing frequency, and pattern of dental attendance). Adolescents' SOC was associated with their caries experience in anterior teeth (OR=0.81 for 10 units increase in SOC scale; 95% CI=0.66-0.98), but the relationship did not remain significant after controlling for other factors. Adolescents with higher SOC were less likely to visit the dentist mainly when in trouble, compared with those with lower SOC (OR=0.83, 95% CI=0.71-0.98), or equivalently more likely to visit for mainly check-ups. Other measures of oral health status and behaviours were not significantly associated with SOC. SOC was identified as a psychosocial determinant of adolescents' oral health-related behaviour, particularly affecting their pattern of dental attendance.","{'alnum_ratio': 0.8189655172, 'avg_line_length': 812.0, 'char_rep_ratio': 0.0978328173, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9633949995, 'max_line_length': 1535, 'num_words': 293, 'perplexity': 445.1, 'special_char_ratio': 0.2001231527, 'text_len': 1624, 'word_rep_ratio': 0.0}",1.2665644259411958e+19
"{'pmid': 11409680, 'language': 'eng'}","Evaluation of oral health promotion in the workplace: the effects on dental care costs and frequency of dental visits.
An oral health promotion program has been conducted since 1989 at a shipyard in Japan. The purpose of the present study was to assess the impact of oral health promotion in the workplace in terms of dental care costs and frequency of dental visits. This program consisted of orientation, an initial regimen, and group counseling. The initial regimen included an evaluation of each participant's oral health status, and instruction concerning oral hygiene, and prevention of oral disease. The participants were selected with each unit being a preexisting peer group. Eighty-seven participants were compared with 216 control subjects in terms of annual dental care costs and frequency of dental visits in four periods: the 1-year period before the program, the 1st year after the program, the 2nd year after, and the 3rd year after. The annual mean dental care cost in the participant group for the year prior to the program was higher than that in the control group (21,317 vs. 17,116 yen). In the 1st year after the program, the difference increased (26,642 vs. 19,481 yen). In the 2nd and 3rd years after the program, dental care costs in the participant group were lower than those in the control group (2nd year: 18,305 vs. 22,841 yen, 3rd year: 16,911 vs. 21,920 yen). It can be concluded that this oral health promotion program in the workplace contributed to saving of costs associated with dental care. The workplace can be regarded as a key area for implementation of an oral health care system to make good use of limited resources.","{'alnum_ratio': 0.8054216867, 'avg_line_length': 830.0, 'char_rep_ratio': 0.1023622047, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9664781094, 'max_line_length': 1541, 'num_words': 295, 'perplexity': 802.1, 'special_char_ratio': 0.228313253, 'text_len': 1660, 'word_rep_ratio': 0.0}",1.6697047775634196e+19
